USER_ID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024
4956,1964,Male,,Married (w/kids),,Democrat,No,Yes,No,No,No,Yes,Private,No,Yes,No,Yes,No,No,Yes,Art,Try first,No,No,Yes,Yes,Giving,Yes,No,Pragmatist,Yes,No,,,No,Right,Yes,Yes,Yes,No,A.M.,Yes,End,Yes,Yes,Circumstances,No,No,Yes,Yes,No,Mysterious,No,Yes,Talk,People,Yes,No,Yes,No,Yes,Demanding,Yes,PC,No,Cautious,No,,,,,In-person,No,No,Yes,Yes,Yay people!,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Own,Optimist,Dad,Yes,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4957,1957,Male,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,Republican,,,,,,Yes,Public,No,,,,,,,,Try first,Yes,,No,No,Giving,Yes,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Mysterious,No,Yes,,,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,Yay people!,Yes,No,No,Yes,,No,,,,No,No,,,Optimist,,No,,,,Check!,,No,No,,,Yes,,,Yes,Yes
4958,1980,Male,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,Republican,,Yes,No,Yes,No,No,Public,No,No,No,No,No,No,Yes,Science,Study first,No,No,No,Yes,Receiving,No,No,Idealist,No,No,Hot headed,Odd hours,Yes,Right,Yes,Yes,Yes,Yes,,Yes,Start,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,No,Yes,Yes,Own,Optimist,Mom,No,No,No,No,,,,,,,,,,,No
4959,1994,Female,,Single (no kids),,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,A.M.,Yes,,,No,,,,,,,,No,,,,,Yes,Yes,No,Yes,Supportive,No,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,,,,No,,,,,,,,,,,,,,
4962,1994,Male,"under $25,000",Single (no kids),Current Undergraduate,Democrat,,No,,No,,,Public,No,Yes,No,Yes,No,,Yes,Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,PC,Yes,Cautious,Yes,,,,,,,,,Yes,Yay people!,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Rent,Pessimist,Dad,No,No,Yes,No,Check!,No,Yes,No,Yes,,,Yes,Yes,No,Yes
4964,1959,Female,"over $150,000",Married (w/kids),Bachelor's Degree,Democrat,,Yes,No,No,,,,,,,,,No,Yes,Art,Study first,Yes,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Standard hours,,Happy,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Demanding,Yes,PC,,,,,,,,Online,No,,,,,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Own,Optimist,Mom,Yes,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
4965,1972,Female,,Married (w/kids),Associate's Degree,Republican,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,No,,,Yes,No,No,P.M.,No,End,Yes,Yes,Circumstances,Yes,No,Yes,Yes,Yes,Mysterious,Yes,No,Tunes,Technology,Yes,Yes,Yes,Yes,Yes,Demanding,Yes,PC,Yes,Cautious,No,,No,,No,Online,Yes,Yes,Yes,No,Grrr people,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Own,Pessimist,Dad,Yes,Yes,No,Yes,Check!,Yes,No,No,Yes,No,Yes,Only-child,No,No,No
4966,1958,Male,"$100,001 - $150,000",Married (w/kids),High School Diploma,Republican,,,,,,,,,Yes,No,No,No,No,Yes,Science,Try first,No,Yes,Yes,No,Giving,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968,1970,Female,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,,Yes,Art,Study first,No,Yes,Yes,No,Giving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,No,No,No,A.M.,Yes,End,No,No,Me,No,Yes,Yes,Yes,No,TMI,No,No,Tunes,Technology,No,No,No,Yes,Yes,Supportive,No,,No,Cautious,No,Yes!,No,Space,No,Online,No,Yes,No,Yes,Grrr people,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes
4969,1982,,,,,Republican,,No,No,No,,Yes,Public,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Mac,Yes,Cautious,No,Umm...,No,Space,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4970,NA,Male,,,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cautious,,Umm...,,Space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4972,1984,,"$25,001 - $50,000",Married (no kids),Associate's Degree,Republican,Yes,No,No,No,Yes,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,No,Yes,No,No,Giving,No,Yes,Idealist,Yes,No,Cool headed,Standard hours,No,Happy,No,Yes,Yes,No,A.M.,Yes,Start,Yes,Yes,Circumstances,No,No,Yes,Yes,Yes,TMI,Yes,Yes,Tunes,People,Yes,No,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,Yes,Space,No,In-person,Yes,Yes,No,Yes,Grrr people,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Own,Optimist,Dad,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4973,1951,Female,"$50,000 - $74,999",Married (w/kids),High School Diploma,Democrat,,,,,No,Yes,Public,No,No,No,No,No,No,Yes,Art,Study first,Yes,No,No,No,Giving,Yes,Yes,Idealist,No,No,,,No,,,Yes,,,,Yes,End,Yes,No,Me,Yes,No,Yes,No,No,TMI,Yes,No,Talk,People,No,Yes,Yes,No,No,,,PC,Yes,Cautious,Yes,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,,,,,Yes,No,No,Yes,No,No,No,No,Own,Optimist,Mom,Yes,Yes,No,No,Nope,Yes,No,No,Yes,Yes,,Yes,Yes,No,No
4974,1945,Male,,,,Republican,,,No,,No,Yes,Public,No,No,No,No,No,No,Yes,Science,Study first,No,No,Yes,,Giving,Yes,No,,,Yes,Cool headed,Odd hours,Yes,Happy,No,Yes,Yes,No,P.M.,Yes,,Yes,,Circumstances,Yes,,Yes,,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,Yes,Yes,Supportive,No,Mac,Yes,,,,No,,,In-person,No,No,Yes,Yes,Yay people!,Yes,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,No,Yes,No,No,Yes,Yes,No,
4975,NA,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,Yes,Mac,Yes,Cautious,No,Yes!,No,Socialize,No,,,,,,,,,,,No,No,Yes,No,Yes,No,Yes,Yes,Own,Optimist,Dad,Yes,Yes,No,No,Nope,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,
4976,1967,Female,"over $150,000",Married (w/kids),Bachelor's Degree,Democrat,,No,No,Yes,No,No,Public,No,Yes,No,Yes,No,No,Yes,Art,Try first,Yes,Yes,No,No,Giving,Yes,Yes,Idealist,No,Yes,,,,,,,,,A.M.,Yes,Start,Yes,No,Circumstances,Yes,,Yes,,No,TMI,,,Talk,People,Yes,,Yes,,,,No,Mac,Yes,Risk-friendly,No,,,,No,Online,No,Yes,,Yes,Yay people!,Yes,No,Yes,No,,No,Yes,No,,,,No,Own,Optimist,,Yes,,,Yes,Check!,Yes,No,Yes,Yes,Yes,,Yes,,,
4977,1990,Female,"under $25,000",Single (no kids),High School Diploma,Democrat,No,Yes,,,Yes,,Public,Yes,No,No,No,No,,Yes,,,,,,,,,Yes,,,,Cool headed,,No,Right,Yes,Yes,,No,P.M.,Yes,,Yes,No,,Yes,Yes,No,Yes,No,TMI,No,No,Tunes,Technology,No,Yes,,No,,Supportive,No,PC,No,Cautious,Yes,Umm...,No,Space,Yes,Online,No,No,Yes,No,Yay people!,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Own,Pessimist,Mom,No,Yes,Yes,Yes,,No,,,Yes,,,Yes,,No,
4978,NA,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Democrat,,,,,,,,,,,,,,,,,,,,,,,Yes,Pragmatist,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Cautious,No,Umm...,No,Space,No,,No,No,Yes,Yes,Grrr people,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
4979,1976,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Democrat,No,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,No,Yes,No,No,Receiving,No,No,Pragmatist,No,No,,,,,,,Yes,No,P.M.,Yes,Start,Yes,Yes,Me,No,Yes,Yes,No,No,TMI,Yes,No,Tunes,People,No,No,Yes,No,Yes,Demanding,No,Mac,No,Cautious,No,Yes!,No,Socialize,No,In-person,No,Yes,No,Yes,Yay people!,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Own,Optimist,Dad,No,No,No,Yes,Nope,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
4981,1998,Male,"$75,000 - $100,000",,Current K-12,Republican,,,No,No,No,Yes,Public,No,No,No,Yes,,,,,,,,No,,,Yes,Yes,,,,Hot headed,,,Right,Yes,Yes,No,Yes,,No,,Yes,No,,,Yes,No,Yes,No,Mysterious,No,,Tunes,People,No,Yes,Yes,Yes,Yes,Supportive,No,PC,,Cautious,No,Yes!,No,Space,No,,No,,Yes,No,Grrr people,,,Yes,No,No,Yes,No,Yes,No,,No,No,,Pessimist,Mom,No,No,Yes,Yes,,Yes,No,No,,Yes,,Yes,No,No,No
4982,1980,Male,"$75,000 - $100,000",Married (no kids),Bachelor's Degree,Democrat,,,No,Yes,No,No,Public,No,,,Yes,Yes,No,Yes,Science,,,,Yes,No,Giving,No,Yes,Pragmatist,Yes,Yes,Cool headed,Odd hours,No,Happy,No,Yes,Yes,No,A.M.,Yes,Start,Yes,Yes,Circumstances,Yes,Yes,No,No,No,Mysterious,No,No,Tunes,Technology,,,,,No,Demanding,No,PC,Yes,Risk-friendly,Yes,,No,Space,,In-person,No,,,Yes,Yay people!,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Rent,Pessimist,Dad,No,No,Yes,Yes,Nope,Yes,No,No,Yes,,No,Yes,No,No,No
4983,1997,Male,"$100,001 - $150,000",Single (no kids),,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,No,Mysterious,No,,Tunes,People,Yes,No,,,Yes,,,,,Cautious,,,No,,No,In-person,No,Yes,Yes,Yes,Yay people!,,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,
4984,1995,Male,"over $150,000",Single (no kids),Current Undergraduate,Republican,Yes,No,No,Yes,Yes,Yes,Public,No,No,No,No,No,Yes,Yes,Science,Study first,No,Yes,Yes,No,Receiving,Yes,Yes,Pragmatist,No,No,Hot headed,Standard hours,Yes,Happy,No,No,No,Yes,P.M.,Yes,End,Yes,Yes,Me,No,Yes,No,No,Yes,TMI,No,No,Talk,People,Yes,Yes,Yes,No,Yes,Supportive,No,Mac,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Own,Optimist,Dad,Yes,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
4985,1977,Male,"$100,001 - $150,000",Domestic Partners (no kids),Master's Degree,Democrat,,,,,,,,,,,,,,,,,,,,,,,No,Pragmatist,Yes,Yes,,,,Happy,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4986,1992,Male,"under $25,000",Single (no kids),Current Undergraduate,Democrat,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,Cool headed,Odd hours,,Happy,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4987,1975,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,,,,,,,,,,,,,,,,,,,Yes,,Giving,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Talk,People,Yes,No,No,No,No,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,
4988,1981,Male,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,Republican,Yes,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,No,Giving,,,,,,,,,,,,,,,,,,,,,,Yes,,No,Mysterious,Yes,No,,,No,No,Yes,No,No,Demanding,No,Mac,Yes,,No,,,,,,,,,,,Yes,Yes,Yes,No,No,,Yes,Yes,,,,,,,,,No,No,No,Check!,Yes,No,No,Yes,,,,,,Yes
4989,1947,Male,"over $150,000",Married (w/kids),Doctoral Degree,Democrat,,,No,,Yes,Yes,Public,Yes,Yes,No,No,Yes,Yes,Yes,Art,Study first,No,Yes,Yes,No,Giving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,Own,Optimist,Dad,,No,Yes,No,Check!,No,,,,,,,,,
4990,1994,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Republican,,,,,Yes,Yes,Private,Yes,No,Yes,Yes,Yes,No,No,Science,Study first,No,Yes,Yes,Yes,Giving,Yes,No,Idealist,Yes,No,Cool headed,,Yes,Happy,Yes,Yes,Yes,No,A.M.,,,,,,,,,,No,Mysterious,Yes,No,Tunes,People,Yes,No,No,Yes,,,,,Yes,Risk-friendly,No,Yes!,No,Socialize,Yes,In-person,No,No,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,,,No,No,No,Yes,Own,Optimist,Dad,Yes,No,Yes,Yes,Check!,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4992,1978,,"$50,000 - $74,999",Married (w/kids),High School Diploma,Democrat,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,Yes,No,,,No,,Talk,Technology,,,,,,,,,,,,,,,,,,,,Yes,Yay people!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
4994,1974,Female,"$100,001 - $150,000",Married (w/kids),Master's Degree,Republican,,,,,No,Yes,Public,No,Yes,No,Yes,No,Yes,Yes,,Study first,Yes,Yes,Yes,No,,Yes,Yes,Idealist,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Cautious,,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Yay people!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4996,1992,Male,"$25,001 - $50,000",Single (no kids),High School Diploma,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Cautious,No,Umm...,Yes,Space,No,Online,No,Yes,Yes,No,Grrr people,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Own,Optimist,Mom,No,Yes,No,Yes,Nope,Yes,,,,,,Yes,No,No,No
4997,1987,Male,"$100,001 - $150,000",Single (no kids),Bachelor's Degree,Democrat,,,No,No,No,Yes,Private,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,,,,No,Idealist,,,Cool headed,,,,,Yes,,No,P.M.,,Start,,,,,No,No,Yes,No,Mysterious,,,Tunes,Technology,,,Yes,Yes,,,,,,,,Yes!,No,,No,In-person,,,,,,,,,,,,,,,,,,,Optimist,Dad,,No,No,Yes,Check!,,No,No,,,,Yes,Yes,,Yes
4998,1953,Male,,Married (w/kids),,Democrat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.M.,,,,,,,No,No,Yes,No,,Yes,No,Tunes,Technology,No,,No,,,,,,,,,,,Space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4999,1997,Male,"over $150,000",Single (no kids),Current K-12,Republican,,,No,No,,,,No,No,Yes,Yes,,,Yes,,,,Yes,,,,,,,,,,,,,,Yes,,Yes,P.M.,,Start,Yes,Yes,,,Yes,No,No,,,,No,Tunes,People,,,,Yes,,,,,No,Cautious,No,,No,,,In-person,No,Yes,No,Yes,,,,,,,,Yes,,Yes,,,No,Own,Optimist,Dad,No,No,,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,,No,No
5001,1990,Female,,Single (no kids),Bachelor's Degree,Democrat,,,,,,,,,,,,,,,,,,,Yes,,,No,No,Idealist,No,No,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,Cautious,No,Yes!,No,Socialize,Yes,Online,No,Yes,Yes,Yes,Yay people!,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Own,Optimist,Dad,No,Yes,Yes,No,Check!,Yes,No,No,No,Yes,No,Yes,No,No,Yes
5004,1995,Female,,Single (no kids),High School Diploma,Democrat,,,,,,,,Yes,No,Yes,No,No,Yes,Yes,Science,Study first,No,No,Yes,Yes,Giving,Yes,No,Pragmatist,No,Yes,,,,,,,,,,Yes,,No,No,,Yes,No,No,No,No,Mysterious,No,Yes,Tunes,People,No,Yes,,No,No,Demanding,No,PC,,,,,,,,,,,,Yes,Yay people!,Yes,No,Yes,No,No,No,,Yes,Yes,No,Yes,No,Rent,Optimist,Mom,No,No,Yes,Yes,Check!,No,No,No,No,Yes,No,,,,Yes
5005,1972,,"$100,001 - $150,000",Married (w/kids),Associate's Degree,Democrat,No,Yes,No,Yes,No,Yes,Public,,Yes,No,Yes,No,No,Yes,,Study first,No,,No,No,Giving,Yes,Yes,,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,A.M.,,,Yes,Yes,,,No,No,No,Yes,,Yes,No,Talk,,Yes,,,,No,,No,Mac,No,,No,,No,,No,In-person,No,Yes,Yes,,Yay people!,Yes,No,No,Yes,No,Yes,Yes,Yes,No,,Yes,,Own,,,No,No,No,No,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes
5006,1962,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Republican,,Yes,No,Yes,Yes,Yes,Public,,Yes,No,No,No,No,Yes,Science,,Yes,,,,Receiving,Yes,No,Idealist,No,Yes,Hot headed,,Yes,,,Yes,Yes,,A.M.,Yes,End,Yes,Yes,Circumstances,,Yes,No,No,Yes,,Yes,,Talk,,,,,,No,Supportive,No,PC,No,Cautious,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Own,Pessimist,Dad,Yes,Yes,No,Yes,Nope,Yes,No,Yes,Yes,,No,Yes,No,No,No
5007,1979,Male,"$75,000 - $100,000",Married (no kids),Master's Degree,Republican,Yes,Yes,No,Yes,No,No,Public,No,Yes,No,No,No,Yes,Yes,Science,Study first,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Risk-friendly,No,Yes!,No,Space,Yes,Online,No,No,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Own,Optimist,Mom,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes
5009,1991,Female,,Single (no kids),Current Undergraduate,Democrat,Yes,Yes,No,No,No,No,Private,No,Yes,No,Yes,Yes,,Yes,Science,Try first,Yes,Yes,Yes,No,Giving,No,Yes,Idealist,Yes,Yes,Cool headed,Standard hours,Yes,Happy,,Yes,No,Yes,A.M.,No,,No,No,Circumstances,Yes,No,Yes,Yes,No,TMI,No,Yes,Talk,People,Yes,Yes,Yes,,Yes,Supportive,No,PC,Yes,Cautious,Yes,Yes!,Yes,Socialize,No,In-person,No,No,Yes,Yes,Grrr people,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Rent,Pessimist,Mom,No,No,Yes,,,No,No,No,Yes,Yes,Yes,Yes,,No,Yes
5010,1997,Female,"$100,001 - $150,000",Single (no kids),Current K-12,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunes,People,Yes,,,,,,No,PC,Yes,Cautious,No,Yes!,No,Socialize,No,,,,,,,,,,,No,Yes,Yes,No,No,No,No,No,Own,Optimist,Dad,No,Yes,,,,,,,,,,,,,
5012,1959,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,Yes,Yes,No,Yes,Yes,Yes,Public,No,No,No,Yes,No,No,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,,Pragmatist,No,No,,,Yes,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,No,Yes,No,Mysterious,Yes,Yes,Talk,Technology,No,No,No,No,No,Supportive,No,Mac,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Own,Optimist,Dad,Yes,Yes,No,Yes,Check!,No,No,No,No,No,Yes,Yes,No,Yes,Yes
5013,1989,Male,"$25,001 - $50,000",Married (w/kids),High School Diploma,Republican,Yes,No,No,Yes,No,No,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,No,Yes,No,No,Giving,No,No,Pragmatist,Yes,No,Cool headed,Odd hours,No,Right,Yes,No,Yes,No,P.M.,,Start,Yes,Yes,Circumstances,Yes,Yes,Yes,No,No,TMI,No,Yes,Talk,People,No,Yes,Yes,No,No,Supportive,No,PC,Yes,,No,,No,,,Online,Yes,,,Yes,Grrr people,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Rent,Pessimist,Dad,No,Yes,Yes,Yes,Nope,No,No,No,Yes,Yes,Yes,Yes,No,No,No
5014,1981,Male,"$75,000 - $100,000",Single (no kids),Bachelor's Degree,Republican,Yes,No,No,Yes,,,,,,,,,No,,Science,,,,No,No,Giving,Yes,,Pragmatist,No,No,Cool headed,Odd hours,No,Happy,No,Yes,,,,Yes,End,Yes,Yes,,No,Yes,Yes,Yes,No,TMI,Yes,No,,,No,No,No,No,Yes,Supportive,Yes,PC,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,No,,,,,,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Own,Optimist,,Yes,No,Yes,Yes,Check!,Yes,Yes,No,No,,No,Yes,No,No,Yes
5015,1972,Male,,Married (no kids),Bachelor's Degree,Republican,Yes,Yes,No,Yes,Yes,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,,,,No,Receiving,Yes,Yes,,No,No,Hot headed,Odd hours,No,,No,Yes,No,,P.M.,,,,Yes,,,Yes,No,Yes,Yes,,No,,Talk,Technology,No,,Yes,No,Yes,,No,PC,Yes,,,Yes!,No,Space,No,In-person,,No,,,,Yes,Yes,,Yes,No,No,,No,Yes,No,No,No,Own,,Dad,Yes,Yes,No,,Nope,Yes,No,No,Yes,,,Yes,,,Yes
5016,NA,Female,,Married (w/kids),,Republican,,No,No,Yes,Yes,Yes,Public,No,,,No,No,,Yes,,,,,Yes,,Giving,No,,,,,,,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Me,No,No,Yes,No,No,Mysterious,No,Yes,Tunes,Technology,,Yes,Yes,Yes,No,Supportive,No,PC,Yes,Cautious,No,Umm...,No,Space,No,Online,No,Yes,Yes,No,Yay people!,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Own,Optimist,Dad,Yes,No,No,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No
5017,1967,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Democrat,Yes,Yes,No,Yes,No,Yes,Private,No,Yes,No,Yes,Yes,No,Yes,Science,Try first,Yes,No,No,No,Giving,Yes,Yes,Idealist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,End,Yes,Yes,Me,No,Yes,Yes,Yes,No,TMI,No,No,Talk,Technology,No,Yes,Yes,Yes,No,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,Yes,Online,Yes,No,Yes,Yes,Grrr people,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Own,Optimist,Mom,No,No,Yes,No,Nope,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
5018,1992,Male,"under $25,000",Single (no kids),Current Undergraduate,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,Start,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5019,NA,Male,,,Current K-12,Republican,,,,,No,Yes,Public,No,Yes,Yes,Yes,,Yes,,Art,,Yes,,,,,,,,,,,,Yes,Happy,Yes,Yes,No,No,P.M.,No,End,Yes,Yes,,,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Grrr people,Yes,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
5020,1996,Female,"$100,001 - $150,000",Single (no kids),Current K-12,Democrat,,,,,,,,,No,,,Yes,,,,,,,Yes,,,No,,,No,Yes,,,Yes,,Yes,,,Yes,,,End,Yes,,Circumstances,,,Yes,,,,,Yes,,,Yes,Yes,Yes,,,,,,No,Risk-friendly,Yes,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Yay people!,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Own,Optimist,Dad,No,No,Yes,Yes,Nope,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
